web-scraper-order,web-scraper-start-url,containers_links,containers_links-href,marque,annee,prix,adresse,proprietaire
"1752626878-78","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Toyota Hilux 2018","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/toyota/hilux/annonce-135761","Toyota Hilux 2018 Dakar","Année: 2018","30 000 F CFA","Hann Bel-Air                    
                
                                    
                        Dakar","PAPIEX ."
"1752626881-79","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Ford Edge 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/edge/annonce-135787","Ford Edge 2014 Dakar","Année: 2014","30 000 F CFA","Médina                    
                
                                    
                        Dakar","Cheikh ."
"1752626885-80","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Ford Fusion 2016","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-135835","Ford Fusion 2016 Dakar","Année: 2016","35 000 F CFA","Dieuppeul Derklé                    
                
                                    
                        Dakar","Lendom  Zefff"
"1752626890-81","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Hyundai Elantra 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-135862","Hyundai Elantra 2014 Dakar","Année: 2014","25 000 F CFA","Amitié                    
                
                                    
                        Dakar","peezy ."
"1752626895-82","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Ford Flex-limited 2019","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/flex-limited/annonce-135869","Ford Flex-limited 2019 Dakar","Année: 2019","55 000 F CFA","Hann Maristes                    
                
                                    
                        Dakar","DIOP ."
"1752626898-83","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Chevrolet Cruze 2016","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/chevrolet/cruze/annonce-135926","Chevrolet Cruze 2016 Dakar","Année: 2016","25 000 F CFA","Almadies                    
                
                                    
                        Dakar","Moustapha SAMBA"
"1752626903-84","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Hyundai Tucson 2015","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/tucson/annonce-135942","Hyundai Tucson 2015 Dakar","Année: 2015","35 000 F CFA","Liberté 2                    
                
                                    
                        Dakar","SEN  BAZAR"
"1752626907-85","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Toyota Corolla 2010","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/toyota/corolla/annonce-136001","Toyota Corolla 2010 Dakar","1 km","3 000 000 F CFA","Fann                    
                
                                    
                        Dakar","KONTE  SERVICES"
"1752626911-86","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Hyundai Elantra 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-135357","Hyundai Elantra 2014 Dakar","Année: 2014","30 000 F CFA","Fann                    
                
                                    
                        Dakar","KONTE  SERVICES"
"1752626915-87","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Fiat Freemont 2015","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/fiat/freemont/annonce-136060","Fiat Freemont 2015 Dakar","Année: 2015","50 000 F CFA","Guédiawaye                    
                
                                    
                        Dakar","Fall ."
"1752626919-88","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Mercedes ML 350 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/mercedes/ml-350/annonce-134992","Mercedes ML 350 2014 Dakar","Année: 2014","40 000 F CFA","Ouakam                    
                
                                    
                        Dakar","LOCA VOITURE  DAKAR"
"1752626922-89","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Ford Edge 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/edge/annonce-136108","Ford Edge 2014 Dakar","Année: 2014","40 000 F CFA","Ouakam                    
                
                                    
                        Dakar","VPS  SERVICES"
"1752626926-90","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Ford Fiesta 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fiesta/annonce-136149","Ford Fiesta 2014 Dakar","Année: 2014","25 000 F CFA","Grand-Dakar                    
                
                                    
                        Dakar","Feudze  Immo & services"
"1752626930-91","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Chrysler 200s 2017","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/chrysler/200s/annonce-136153","Chrysler 200s 2017 Dakar","Année: 2017","35 000 F CFA","VDN                    
                
                                    
                        Dakar","ahmed  cheikhouna"
"1752626934-92","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Kia Sportage 2016","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/sportage/annonce-136151","Kia Sportage 2016 Dakar","Année: 2016","30 000 F CFA","Dalifort                    
                
                                    
                        Dakar","Caroline ,"
"1752626937-93","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Volkswagen Jetta 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/volkswagen/jetta/annonce-136169","Volkswagen Jetta 2014 Dakar","Année: 2014","20 000 F CFA","Yoff                    
                
                                    
                        Dakar","A vos  services"
"1752626941-94","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Kia Sportage 2016","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/sportage/annonce-136057","Kia Sportage 2016 Dakar","Année: 2016","30 000 F CFA","Yoff                    
                
                                    
                        Dakar","A vos  services"
"1752626947-95","https://dakar-auto.com/senegal/location-de-voitures-19?&page=4","Kia Optima 2016","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/optima/annonce-135146","Kia Optima 2016 Dakar","Année: 2016","40 000 F CFA","Yoff                    
                
                                    
                        Dakar","Abdia ..."
"1752626955-96","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Hyundai Starex-12-places 2013","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/starex-12-places/annonce-136301","Hyundai Starex-12-places 2013 Dakar","Année: 2013","60 000 F CFA","Ouakam                    
                
                                    
                        Dakar","SYLLA BUSINESS  GROUP"
"1752626959-97","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Skoda fabia 2016","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/skoda/fabia/annonce-136377","Skoda fabia 2016 Dakar","Année: 2016","25 000 F CFA","Hlm                    
                
                                    
                        Dakar","DAKAR MOTORS  PRO-SUARL"
"1752626963-98","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Hyundai Sonata 2016","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/sonata/annonce-136397","Hyundai Sonata 2016 Dakar","Année: 2016","25 000 F CFA","VDN                    
                
                                    
                        Dakar","MODOU  LO"
"1752626966-99","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Toyota Hilux 2016","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/toyota/hilux/annonce-136406","Toyota Hilux 2016 Dakar","Année: 2016","40 000 F CFA","Diamaguene Sicap Mbao                    
                
                                    
                        Dakar","Cartel ."
"1752626969-100","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Nissan Pathfinder 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/nissan/pathfinder/annonce-136457","Nissan Pathfinder 2014 Dakar","Année: 2014","40 000 F CFA","Ouakam                    
                
                                    
                        Dakar","LOCA VOITURE  DAKAR"
"1752626974-101","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Chrysler 200s 2015","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/chrysler/200s/annonce-136462","Chrysler 200s 2015 Dakar","Année: 2015","30 000 F CFA","Fann                    
                
                                    
                        Dakar","Jules  BADJI"
"1752626979-102","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Ford Fusion 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-136473","Ford Fusion 2014 Dakar","Année: 2014","25 000 F CFA","Patte d'oie                    
                
                                    
                        Dakar","Trade Company"
"1752626983-103","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Ford scape 2017","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/scape/annonce-136495","Ford scape 2017 Dakar","Année: 2017","35 000 F CFA","VDN                    
                
                                    
                        Dakar","Valer NDOUBA"
"1752626986-104","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Hyundai Tucson 2017","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/tucson/annonce-136496","Hyundai Tucson 2017 Dakar","Année: 2017","35 000 F CFA","VDN                    
                
                                    
                        Dakar","Valer NDOUBA"
"1752626992-105","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Jeep Cherokee 2020","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/jeep/cherokee/annonce-136534","Jeep Cherokee 2020 Dakar","Année: 2020","50 000 F CFA","Yoff                    
                
                                    
                        Dakar","A vos  services"
"1752626998-106","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Kia K5 2016","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/k5/annonce-136533","Kia K5 2016 Dakar","Année: 2016","1 F CFA","Yoff                    
                
                                    
                        Dakar","A vos  services"
"1752627001-107","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Toyota Hilux 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/toyota/hilux/annonce-136543","Toyota Hilux 2014 Dakar","Année: 2014","50 000 F CFA","Bel Air                    
                
                                    
                        Dakar","travelsencar .."
"1752627006-108","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Ford Edge 2016","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/edge/annonce-136109","Ford Edge 2016 Dakar","Année: 2016","40 000 F CFA","Ouakam                    
                
                                    
                        Dakar","VPS  SERVICES"
"1752627012-109","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Toyota Rav 4 2017","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/toyota/rav-4/annonce-136576","Toyota Rav 4 2017 Dakar","Année: 2017","40 000 F CFA","Hlm                    
                
                                    
                        Dakar","Taiba Immo  Services"
"1752627015-110","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Mitsubishi L200 2016","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/mitsubishi/l200/annonce-136602","Mitsubishi L200 2016 Dakar","Année: 2016","35 000 F CFA","Parcelles Assainies                    
                
                                    
                        Dakar","Lamine  Fall"
"1752627020-111","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Ford Fusion 2016","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-136639","Ford Fusion 2016 Dakar","Année: 2016","40 000 F CFA","Yoff                    
                
                                    
                        Dakar","Babacar ba  résidence"
"1752627025-112","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Hyundai Tucson 2016","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/tucson/annonce-136650","Hyundai Tucson 2016 Dakar","Année: 2016","35 000 F CFA","Liberté 2                    
                
                                    
                        Dakar","Elhadj ben  abdallah"
"1752627029-113","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Ford Transit 2016","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/transit/annonce-136680","Ford Transit 2016 Dakar","Année: 2016","60 000 F CFA","Médina                    
                
                                    
                        Dakar","Kena Impact  Groupes"
"1752627035-114","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Ford Fusion 2013","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-136723","Ford Fusion 2013 Dakar","Année: 2013","45 000 F CFA","Ouest Foire                    
                
                                    
                        Dakar","Lamine Konare"
"1752627041-115","https://dakar-auto.com/senegal/location-de-voitures-19?&page=3","Ford Fusion 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-136722","Ford Fusion 2014 Dakar","Année: 2014","45 000 F CFA","Ouest Foire                    
                
                                    
                        Dakar","Lamine Konare"
"1752627048-116","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Hyundai Sonata 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/sonata/annonce-136720","Hyundai Sonata 2014 Dakar","Année: 2014","30 000 F CFA","Hann Maristes                    
                
                                    
                        Dakar","Babs Motos,  Scooters"
"1752627055-117","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Ford Edge 2018","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/edge/annonce-136739","Ford Edge 2018 Dakar","Année: 2018","60 000 F CFA","Grand-Yoff                    
                
                                    
                        Dakar","Atlantic  auto"
"1752627058-118","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Renault Camion-Frigo-meldium-220CDI 2010","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/renault/camion-frigo-meldium-220cdi/annonce-136730","Renault Camion-Frigo-meldium-220CDI 2010 Dakar","Année: 2010","50 000 F CFA","Parcelles Assainies                    
                
                                    
                        Dakar","NAWANAM SUARL"
"1752627062-119","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Isuzu CAMIONNETTE 2010","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/isuzu/camionnette/annonce-136731","Isuzu CAMIONNETTE 2010 Dakar","Année: 2010","35 000 F CFA","Parcelles Assainies                    
                
                                    
                        Dakar","NAWANAM SUARL"
"1752627066-120","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Renault premium-270-dci-frigo 2010","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/renault/premium-270-dci-frigo/annonce-136729","Renault premium-270-dci-frigo 2010 Dakar","Année: 2010","70 000 F CFA","Parcelles Assainies                    
                
                                    
                        Dakar","NAWANAM SUARL"
"1752627070-121","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Chevrolet Cruze 2013","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/chevrolet/cruze/annonce-136931","Chevrolet Cruze 2013 Dakar","Année: 2013","25 000 F CFA","Sicap Sacré Coeur                    
                
                                    
                        Dakar","Amadou  gaye"
"1752627073-122","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Hyundai Elantra 2015","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-136615","Hyundai Elantra 2015 Dakar","Année: 2015","30 000 F CFA","Médina                    
                
                                    
                        Dakar","SEN  BAZAR"
"1752627076-123","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Hyundai Accent 2020","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/accent/annonce-137025","Hyundai Accent 2020 Dakar","Année: 2020","50 000 F CFA","Mbour                    
                
                                    
                        Thiès","Yva Ndour"
"1752627080-124","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Ford Edge 2015","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/edge/annonce-137027","Ford Edge 2015 Dakar","Année: 2015","45 000 F CFA","Point-E                    
                
                                    
                        Dakar","TECHZONE ."
"1752627083-125","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Renault Espace 2019","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/renault/espace/annonce-137029","Renault Espace 2019 Dakar","Année: 2019","10 000 F CFA","Ouakam                    
                
                                    
                        Dakar","Boutik Promo"
"1752627087-126","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Hyundai Atos 2019","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/atos/annonce-137030","Hyundai Atos 2019 Dakar","Année: 2019","30 000 F CFA","Liberté 6                    
                
                                    
                        Dakar","Car Service Dakar"
"1752627090-127","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Ford ESCAPE-SE 2019","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/escape-se/annonce-137028","Ford ESCAPE-SE 2019 Dakar","Année: 2019","35 000 F CFA","Cité Keur gorgui                    
                
                                    
                        Dakar","Madiba Auto rent"
"1752627094-128","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Kia Sorento 2020","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/sorento/annonce-137032","Kia Sorento 2020 Dakar","Année: 2020","40 000 F CFA","Yoff                    
                
                                    
                        Dakar","Abdia ..."
"1752627098-129","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Ford Explorer 2019","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/explorer/annonce-137037","Ford Explorer 2019 Dakar","Année: 2019","60 000 F CFA","Yoff                    
                
                                    
                        Dakar","A vos  services"
"1752627101-130","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Hyundai Elantra 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-137036","Hyundai Elantra 2014 Dakar","Année: 2014","30 000 F CFA","Médina                    
                
                                    
                        Dakar","SEN  BAZAR"
"1752627104-131","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Ford Fusion 2015","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-137035","Ford Fusion 2015 Dakar","Année: 2015","30 000 F CFA","Médina                    
                
                                    
                        Dakar","SEN  BAZAR"
"1752627107-132","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Ford titanium 2020","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/titanium/annonce-137034","Ford titanium 2020 Dakar","Année: 2020","40 000 F CFA","Médina                    
                
                                    
                        Dakar","BS Auto"
"1752627111-133","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Ford Fusion 2020","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-137033","Ford Fusion 2020 Dakar","Année: 2020","35 000 F CFA","Biscuiterie                    
                
                                    
                        Dakar","Evrad  Peter"
"1752627120-134","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Bmw Serie 5 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/bmw/serie-5/annonce-137054","Bmw Serie 5 2014 Dakar","Année: 2014","70 000 F CFA","Virage                    
                
                                    
                        Dakar","Coulibaly  Mamadou"
"1752627124-135","https://dakar-auto.com/senegal/location-de-voitures-19?&page=2","Kia Optima 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/optima/annonce-137084","Kia Optima 2014 Dakar","Année: 2014","25 000 F CFA","Ouakam                    
                
                                    
                        Dakar","Valer NDOUBA"
"1752627133-136","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Ford Fusion 2013","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-137304","Ford Fusion 2013 Dakar","1 km","30 000 F CFA","Point-E                    
                
                                    
                        Dakar","TECHZONE ."
"1752627136-137","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Citroen Ds4 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/citroen/ds4/annonce-137347","Citroen Ds4 2014 Dakar","Année: 2014","30 000 F CFA","Guédiawaye                    
                
                                    
                        Dakar","unicar UNICAR"
"1752627139-138","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Ford Minibus 2015","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/minibus/annonce-137402","Ford Minibus 2015 Dakar","Année: 2015","75 000 F CFA","Médina                    
                
                                    
                        Dakar","Kena Impact  Groupes"
"1752627143-139","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Mitsubishi Asx 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/mitsubishi/asx/annonce-137678","Mitsubishi Asx 2014 Dakar","Année: 2014","40 000 F CFA","Ouest Foire                    
                
                                    
                        Dakar","Rent Auto"
"1752627147-140","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Kia Sportage 2012","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/sportage/annonce-137868","Kia Sportage 2012 Dakar","Année: 2012","35 000 F CFA","Almadies                    
                
                                    
                        Dakar","Moustapha SAMBA"
"1752627152-141","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Nissan ROGUE-SL-AWD 2015","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/nissan/rogue-sl-awd/annonce-137867","Nissan ROGUE-SL-AWD 2015 Dakar","Année: 2015","35 000 F CFA","Thiès                    
                
                                    
                        Thiès","AlfaBusinessGroup BARRY"
"1752627155-142","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Hyundai Elantra 2013","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-138103","Hyundai Elantra 2013 Dakar","Année: 2013","19 500 F CFA","Nord Foire                    
                
                                    
                        Dakar","Mouhamed Diallo"
"1752627158-143","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Hyundai Starex-12-places 2020","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/starex-12-places/annonce-138259","Hyundai Starex-12-places 2020 Dakar","Année: 2020","50 000 F CFA","Pikine Ouest                    
                
                                    
                        Dakar","David  Niang"
"1752627165-144","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Hyundai Sonata 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/sonata/annonce-138372","Hyundai Sonata 2014 Dakar","Année: 2014","37 000 F CFA","Parcelles Assainies                    
                
                                    
                        Dakar","DRT Automobile"
"1752627172-145","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Hyundai Sonata 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/sonata/annonce-138371","Hyundai Sonata 2014 Dakar","Année: 2014","35 000 F CFA","Parcelles Assainies                    
                
                                    
                        Dakar","DRT Automobile"
"1752627176-146","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Kia Sportage 2015","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/kia/sportage/annonce-138395","Kia Sportage 2015 Dakar","Année: 2015","25 000 F CFA","Almadies                    
                
                                    
                        Dakar","Moustapha SAMBA"
"1752627185-147","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Ford Fusion 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-138438","Ford Fusion 2014 Dakar","10000 km","30 000 F CFA","Médina                    
                
                                    
                        Dakar","Bakay Samassa"
"1752627188-148","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Toyota Verso 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/toyota/verso/annonce-138493","Toyota Verso 2014 Dakar","Année: 2014","25 000 F CFA","Mermoz Sacré-Coeur                    
                
                                    
                        Dakar","LocAuto Sénégal Location de voiture"
"1752627192-149","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Hyundai Elantra 2015","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-138492","Hyundai Elantra 2015 Dakar","Année: 2015","20 000 F CFA","Mermoz Sacré-Coeur                    
                
                                    
                        Dakar","LocAuto Sénégal Location de voiture"
"1752627195-150","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Hyundai Elantra 2015","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/hyundai/elantra/annonce-138491","Hyundai Elantra 2015 Dakar","Année: 2015","20 000 F CFA","Mermoz Sacré-Coeur                    
                
                                    
                        Dakar","LocAuto Sénégal Location de voiture"
"1752627198-151","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Toyota Rav 4 2020","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/toyota/rav-4/annonce-138490","Toyota Rav 4 2020 Dakar","Année: 2020","35 000 F CFA","Mermoz Sacré-Coeur                    
                
                                    
                        Dakar","LocAuto Sénégal Location de voiture"
"1752627201-152","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Ford Fusion 2015","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fusion/annonce-138518","Ford Fusion 2015 Dakar","Année: 2015","35 000 F CFA","Cité Keur gorgui                    
                
                                    
                        Dakar","Pape  Cheikh automobile"
"1752627203-153","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Ford Fiesta 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/ford/fiesta/annonce-138548","Ford Fiesta 2014 Dakar","Année: 2014","30 000 F CFA","Sangalkam                    
                
                                    
                        Dakar","Medoune Ndiaye"
"1752627209-154","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Peugeot 308 2013","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/peugeot/308/annonce-138621","Peugeot 308 2013 Dakar","Année: 2013","30 000 F CFA","Grand-Yoff                    
                
                                    
                        Dakar","Chic Drive"
"1752627212-155","https://dakar-auto.com/senegal/location-de-voitures-19?&page=1","Citroen Berlingo 2014","https://dakar-auto.com/senegal/location-de-voitures/occasion/location-de-voitures-1/citroen/berlingo/annonce-138611","Citroen Berlingo 2014 Dakar","Année: 2014","20 000 F CFA","Médina                    
                
                                    
                        Dakar","Chasseur  Automobile"
